data,duracao_total_min,sono_profundo_min,sono_leve_min,sono_rem_min,acordado_min,vezes_acordado,momentos_agitados,score_geral,score_geral_qualif,score_rem_pct,score_rem_qualif,score_deep_pct,score_deep_qualif,score_light_pct,score_duracao_qualif,score_stress_qualif,score_agitacao_qualif,feedback_sono,insight_personalizado,hrv_medio_noite,hrv_status,fc_media_sono,fc_repouso,respiracao_media,respiracao_minima,respiracao_maxima,stress_medio_sono,body_battery_variacao,sono_necessidade_baseline,sono_necessidade_real,sono_ajuste_treino,sono_ajuste_hrv
2025-09-09,394.0,50.0,282.0,62.0,2.0,0,,76,FAIR,16,FAIR,13,FAIR,72,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,47,11.0,6.0,16.0,17.0,53,480,500,NO_CHANGE,NO_CHANGE
2025-09-10,417.6,117.0,243.0,58.0,0.0,0,,79,FAIR,14,FAIR,28,EXCELLENT,58,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,44,13.0,8.0,17.0,19.0,55,480,510,NO_CHANGE,NO_CHANGE
2025-09-11,397.6,110.0,207.0,81.0,1.0,0,,79,FAIR,20,FAIR,28,EXCELLENT,52,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,45,12.0,7.0,18.0,19.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-09-12,416.0,73.0,252.0,91.0,1.0,0,,83,GOOD,22,GOOD,18,GOOD,61,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,48.0,41,12.0,8.0,17.0,14.0,65,480,500,NO_CHANGE,NO_CHANGE
2025-09-13,416.0,117.0,226.0,73.0,0.0,0,,84,GOOD,18,FAIR,28,EXCELLENT,54,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,45.0,43,12.0,7.0,17.0,11.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-09-14,435.0,48.0,362.0,26.0,1.0,0,,70,FAIR,6,POOR,11,FAIR,83,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,46.0,44,11.0,6.0,18.0,11.0,46,480,440,NO_CHANGE,NO_CHANGE
2025-09-15,301.0,68.0,179.0,54.0,31.0,2,,62,FAIR,18,FAIR,23,EXCELLENT,59,POOR,FAIR,FAIR,POSITIVE_SHORT_BUT_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,47.0,42,11.0,6.0,16.0,18.0,49,480,480,NO_CHANGE,NO_CHANGE
2025-09-16,440.0,122.0,235.0,83.0,17.0,1,,86,GOOD,19,FAIR,28,EXCELLENT,53,GOOD,EXCELLENT,GOOD,POSITIVE_LONG_AND_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_CLOSE_BED,,,46.0,41,12.0,7.0,16.0,12.0,72,480,540,NO_CHANGE,NO_CHANGE
2025-09-17,395.0,159.0,168.0,68.0,0.0,0,,81,GOOD,17,FAIR,40,EXCELLENT,43,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,44.0,41,12.0,6.0,17.0,10.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-09-18,410.0,123.0,228.0,59.0,4.0,0,,79,FAIR,14,FAIR,30,EXCELLENT,56,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,45.0,40,12.0,8.0,16.0,17.0,72,480,500,NO_CHANGE,NO_CHANGE
2025-09-19,410.0,98.0,262.0,50.0,3.0,0,,80,GOOD,12,FAIR,24,EXCELLENT,64,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,47.0,44,12.0,7.0,17.0,14.0,64,480,500,NO_CHANGE,NO_CHANGE
2025-09-20,324.0,80.0,222.0,22.0,7.0,0,,61,FAIR,7,POOR,25,EXCELLENT,69,POOR,FAIR,EXCELLENT,NEGATIVE_SHORT_AND_NONRECOVERING,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,55.0,46,13.0,6.0,19.0,23.0,37,480,480,NO_CHANGE,NO_CHANGE
2025-09-21,383.0,59.0,289.0,35.0,28.0,2,,67,FAIR,9,POOR,15,FAIR,75,FAIR,FAIR,FAIR,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_FAIR_SLEEP_STRESSFUL_EVENING,,,55.0,46,13.0,8.0,18.0,24.0,43,480,540,NO_CHANGE,NO_CHANGE
2025-09-22,350.0,103.0,247.0,0.0,12.0,1,,41,POOR,0,POOR,29,EXCELLENT,71,FAIR,POOR,EXCELLENT,NEGATIVE_NOT_RESTORATIVE,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,62.0,44,15.0,9.0,20.0,47.0,18,480,540,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-09-23,472.0,85.0,268.0,119.0,3.0,0,,97,EXCELLENT,25,EXCELLENT,18,EXCELLENT,57,EXCELLENT,EXCELLENT,EXCELLENT,POSITIVE_HIGHLY_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,11.0,6.0,15.0,10.0,67,480,540,NO_CHANGE,INCREASING
2025-09-24,417.0,94.0,248.0,75.0,1.0,0,,82,GOOD,18,FAIR,23,EXCELLENT,59,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,47.0,43,12.0,6.0,16.0,15.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-09-25,419.0,109.0,273.0,37.0,3.0,0,,76,FAIR,9,POOR,26,EXCELLENT,65,FAIR,GOOD,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,46.0,44,12.0,8.0,19.0,14.0,61,480,480,NO_CHANGE,NO_CHANGE
2025-09-26,414.0,115.0,234.0,65.0,0.0,0,,83,GOOD,16,FAIR,28,EXCELLENT,57,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,45.0,43,12.0,7.0,17.0,11.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-09-27,436.0,90.0,269.0,77.0,1.0,0,,85,GOOD,18,FAIR,21,EXCELLENT,62,GOOD,GOOD,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,12.0,7.0,18.0,15.0,61,480,480,NO_CHANGE,NO_CHANGE
2025-09-28,425.0,89.0,274.0,62.0,4.0,0,,78,FAIR,15,FAIR,21,EXCELLENT,64,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,53.0,46,13.0,7.0,18.0,21.0,49,480,480,NO_CHANGE,NO_CHANGE
2025-09-29,414.0,81.0,270.0,63.0,2.0,0,,83,GOOD,15,FAIR,20,EXCELLENT,65,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,RHYTHM_POS_GOOD_SLEEP_EXCELLENT_TIMING,,,47.0,45,11.0,6.0,18.0,10.0,69,480,480,NO_CHANGE,NO_CHANGE
2025-09-30,406.0,53.0,278.0,75.0,12.0,1,,80,GOOD,18,FAIR,13,FAIR,68,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,42,12.0,6.0,19.0,12.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-10-01,422.8,143.0,219.0,61.0,3.0,0,,78,FAIR,14,FAIR,34,EXCELLENT,52,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY,,,48.0,42,13.0,7.0,16.0,20.0,62,480,510,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-10-02,415.0,84.0,257.0,74.0,1.0,0,,84,GOOD,18,FAIR,20,EXCELLENT,62,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,44.0,42,12.0,7.0,20.0,9.0,73,480,480,NO_CHANGE,NO_CHANGE
2025-10-03,413.0,58.0,310.0,45.0,1.0,0,,79,FAIR,11,POOR,14,FAIR,75,FAIR,EXCELLENT,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,MOD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_INACTIVITY,,,44.0,40,11.0,7.0,18.0,7.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-10-04,405.0,129.0,228.0,48.0,3.0,0,,80,GOOD,12,FAIR,32,EXCELLENT,56,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,42.0,40,12.0,7.0,16.0,9.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-10-05,221.0,91.0,117.0,13.0,12.0,1,,35,POOR,6,POOR,41,EXCELLENT,53,POOR,POOR,EXCELLENT,NEGATIVE_SHORT_AND_POOR_QUALITY,RHYTHM_NEG_POOR_SLEEP_REALLY_LATE_TIMING,,,61.0,45,15.0,9.0,21.0,44.0,20,480,500,NO_CHANGE,NO_CHANGE
2025-10-06,486.6,105.0,316.0,66.0,5.0,0,,84,GOOD,14,FAIR,22,EXCELLENT,65,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,HARD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_HARD_DURING_DAY,,,53.0,45,13.0,8.0,19.0,21.0,49,480,540,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-10-07,416.0,59.0,250.0,107.0,0.0,0,,85,GOOD,26,EXCELLENT,14,FAIR,60,FAIR,EXCELLENT,EXCELLENT,POSITIVE_REFRESHING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,43,12.0,7.0,18.0,11.0,64,480,500,NO_CHANGE,NO_CHANGE
2025-10-08,390.8,116.0,193.0,82.0,0.0,0,,82,GOOD,21,GOOD,30,EXCELLENT,49,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,45.0,41,12.0,6.0,18.0,8.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-10-09,408.5,130.0,186.0,93.0,0.0,0,,84,GOOD,23,EXCELLENT,32,EXCELLENT,46,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,44.0,42,12.0,6.0,16.0,14.0,64,480,500,NO_CHANGE,NO_CHANGE
2025-10-10,422.0,58.0,277.0,87.0,9.0,1,,80,GOOD,21,FAIR,14,FAIR,66,FAIR,FAIR,EXCELLENT,POSITIVE_CALM,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,49.0,44,10.0,6.0,18.0,17.0,56,480,500,NO_CHANGE,NO_CHANGE
2025-10-11,407.9,135.0,252.0,21.0,15.0,2,,62,FAIR,5,POOR,33,EXCELLENT,62,FAIR,POOR,GOOD,NEGATIVE_NOT_ENOUGH_REM,RHYTHM_NEG_FAIR_SLEEP_REALLY_LATE_TIMING,,,58.0,46,13.0,6.0,20.0,27.0,38,480,480,NO_CHANGE,NO_CHANGE
2025-10-12,391.0,108.0,226.0,57.0,3.0,0,,74,FAIR,15,FAIR,28,EXCELLENT,58,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_FAIR_SLEEP_MOD_TO_VIG_DURING_DAY_OUTDOOR,,,55.0,49,13.0,8.0,19.0,23.0,55,480,540,NO_CHANGE,INCREASING
2025-10-13,390.0,101.0,241.0,48.0,12.0,1,,75,FAIR,12,FAIR,26,EXCELLENT,62,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,57.0,45,13.0,7.0,19.0,20.0,46,480,520,NO_CHANGE,NO_CHANGE
2025-10-14,419.0,64.0,242.0,113.0,15.0,1,,83,GOOD,27,EXCELLENT,15,FAIR,58,FAIR,EXCELLENT,GOOD,POSITIVE_REFRESHING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,48.0,46,12.0,7.0,17.0,12.0,65,480,510,NO_CHANGE,NO_CHANGE
2025-10-15,347.5,93.0,228.0,27.0,0.0,0,,66,FAIR,8,POOR,27,EXCELLENT,66,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_FAIR_SLEEP_STRESSFUL_EVENING,,,55.0,48,13.0,8.0,21.0,22.0,47,480,480,NO_CHANGE,NO_CHANGE
2025-10-16,412.3,55.0,291.0,67.0,3.0,0,,81,GOOD,16,FAIR,13,FAIR,71,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY_OUTDOOR,,,49.0,43,12.0,7.0,16.0,12.0,69,480,540,NO_CHANGE,INCREASING
2025-10-17,407.0,155.0,164.0,88.0,5.0,0,,81,GOOD,22,GOOD,38,EXCELLENT,40,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,45.0,42,12.0,9.0,16.0,17.0,70,480,510,NO_CHANGE,INCREASING
2025-10-18,424.0,113.0,285.0,26.0,0.0,0,,69,FAIR,6,POOR,27,EXCELLENT,67,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_FAIR_SLEEP_STRESSFUL_EVENING,,,54.0,47,13.0,7.0,18.0,21.0,54,480,510,NO_CHANGE,INCREASING
2025-10-19,498.5,108.0,357.0,34.0,10.0,1,,61,FAIR,7,POOR,22,EXCELLENT,72,EXCELLENT,POOR,EXCELLENT,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,58.0,43,13.0,7.0,20.0,35.0,48,480,510,NO_CHANGE,INCREASING
2025-10-20,239.0,90.0,149.0,0.0,0.0,0,,43,POOR,0,POOR,38,EXCELLENT,62,POOR,FAIR,EXCELLENT,NEGATIVE_SHORT_AND_POOR_STRUCTURE,RHYTHM_NEG_POOR_SLEEP_REALLY_LATE_TIMING,,,57.0,46,14.0,8.0,20.0,22.0,28,480,520,NO_CHANGE,INCREASING
2025-10-21,468.5,53.0,306.0,110.0,0.0,0,,92,EXCELLENT,23,EXCELLENT,11,FAIR,65,EXCELLENT,EXCELLENT,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_EVENING,,,48.0,45,11.0,6.0,16.0,11.0,76,480,540,NO_CHANGE,INCREASING
2025-10-22,485.0,148.0,268.0,69.0,4.0,0,,90,EXCELLENT,14,FAIR,31,EXCELLENT,55,EXCELLENT,GOOD,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,GENERAL_POS_EXCELLENT_OR_GOOD_SLEEP,,,47.0,42,13.0,8.0,18.0,14.0,74,480,480,NO_CHANGE,NO_CHANGE
2025-10-23,410.0,108.0,254.0,48.0,12.0,1,,77,FAIR,12,FAIR,26,EXCELLENT,62,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,MOD_EXERCISE_POS_FAIR_SLEEP_MOD_TO_VIG_DURING_DAY_OUTDOOR,,,50.0,44,13.0,7.0,17.0,17.0,63,480,480,NO_CHANGE,NO_CHANGE
2025-10-24,435.0,93.0,287.0,55.0,3.0,0,,84,GOOD,13,FAIR,21,EXCELLENT,66,GOOD,EXCELLENT,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,47.0,45,12.0,7.0,18.0,12.0,69,480,480,NO_CHANGE,NO_CHANGE
2025-10-25,414.6,125.0,205.0,85.0,4.0,0,,81,GOOD,21,FAIR,30,EXCELLENT,49,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,49.0,44,12.0,8.0,17.0,18.0,61,480,480,NO_CHANGE,NO_CHANGE
2025-10-26,382.0,95.0,243.0,44.0,1.0,0,,73,FAIR,12,FAIR,25,EXCELLENT,64,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,53.0,47,12.0,6.0,19.0,22.0,52,480,480,NO_CHANGE,NO_CHANGE
2025-10-27,433.0,108.0,291.0,34.0,9.0,1,,69,FAIR,8,POOR,25,EXCELLENT,67,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,56.0,48,14.0,10.0,19.0,25.0,36,480,530,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-10-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,480,520,NO_CHANGE,NO_CHANGE
2025-10-29,514.0,49.0,369.0,96.0,0.0,0,,85,GOOD,19,FAIR,10,FAIR,72,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,50.0,44,13.0,7.0,18.0,17.0,77,480,480,NO_CHANGE,NO_DATA
2025-10-30,414.6,42.0,287.0,86.0,0.0,0,,79,FAIR,21,FAIR,10,FAIR,69,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,48.0,45,12.0,6.0,18.0,16.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-10-31,416.5,147.0,183.0,87.0,0.0,0,,84,GOOD,21,GOOD,35,EXCELLENT,44,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,46.0,45,12.0,7.0,17.0,13.0,66,480,480,NO_CHANGE,NO_CHANGE
2025-11-01,407.0,96.0,225.0,86.0,0.0,0,,81,GOOD,21,GOOD,24,EXCELLENT,55,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,49.0,45,12.0,7.0,18.0,16.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-11-02,403.0,90.0,286.0,27.0,12.0,1,,66,FAIR,7,POOR,22,EXCELLENT,71,FAIR,FAIR,GOOD,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,57.0,50,13.0,9.0,19.0,25.0,47,480,500,TODAYS_LOAD_AND_CHRONIC,INCREASING
2025-11-03,467.7,92.0,338.0,38.0,1.0,0,,77,FAIR,8,POOR,20,EXCELLENT,72,EXCELLENT,FAIR,EXCELLENT,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,54.0,48,13.0,9.0,20.0,19.0,56,480,530,NO_CHANGE,INCREASING
2025-11-04,418.0,145.0,212.0,61.0,0.0,0,,81,GOOD,15,FAIR,35,EXCELLENT,51,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,RHYTHM_POS_GOOD_SLEEP_EXCELLENT_TIMING,,,48.0,45,13.0,7.0,17.0,15.0,63,480,480,NO_CHANGE,NO_CHANGE
2025-11-05,409.0,114.0,206.0,89.0,5.0,0,,84,GOOD,22,GOOD,28,EXCELLENT,50,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,43,12.0,7.0,17.0,13.0,62,480,480,NO_CHANGE,NO_CHANGE
2025-11-06,392.7,72.0,254.0,67.0,18.0,1,,78,FAIR,17,FAIR,18,EXCELLENT,65,FAIR,GOOD,GOOD,POSITIVE_DEEP,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY,,,47.0,43,12.0,6.0,19.0,15.0,69,480,500,TODAYS_LOAD_AND_CHRONIC,INCREASING
2025-11-07,416.0,61.0,320.0,35.0,0.0,0,,75,FAIR,8,POOR,15,FAIR,77,FAIR,GOOD,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,49.0,44,12.0,8.0,18.0,13.0,65,480,520,NO_CHANGE,INCREASING
2025-11-08,468.0,62.0,313.0,93.0,3.0,0,,90,EXCELLENT,20,FAIR,13,FAIR,67,EXCELLENT,EXCELLENT,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,12.0,8.0,14.0,12.0,,480,500,NO_CHANGE,NO_CHANGE
2025-11-09,253.0,75.0,157.0,21.0,2.0,0,,49,POOR,8,POOR,30,EXCELLENT,62,POOR,POOR,EXCELLENT,NEGATIVE_SHORT_AND_NONRECOVERING,RHYTHM_NEG_POOR_SLEEP_REALLY_LATE_TIMING,,,60.0,46,13.0,8.0,19.0,30.0,24,480,480,NO_CHANGE,NO_CHANGE
2025-11-10,449.9,113.0,227.0,110.0,0.0,0,,94,EXCELLENT,24,EXCELLENT,25,EXCELLENT,50,GOOD,EXCELLENT,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,12.0,7.0,19.0,11.0,66,480,540,NO_CHANGE,NO_CHANGE
2025-11-11,408.0,141.0,203.0,64.0,0.0,0,,77,FAIR,16,FAIR,35,EXCELLENT,50,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,49.0,45,12.0,6.0,17.0,21.0,53,480,500,NO_CHANGE,NO_CHANGE
2025-11-12,415.9,139.0,214.0,63.0,4.0,0,,83,GOOD,15,FAIR,33,EXCELLENT,51,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,47.0,42,12.0,8.0,17.0,13.0,71,480,500,NO_CHANGE,NO_CHANGE
2025-11-13,418.0,87.0,241.0,90.0,0.0,0,,82,GOOD,22,GOOD,21,EXCELLENT,58,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,RHYTHM_POS_GOOD_SLEEP_GOOD_TIMING,,,50.0,45,13.0,7.0,19.0,18.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-11-14,406.0,178.0,174.0,54.0,4.0,0,,80,GOOD,13,FAIR,44,EXCELLENT,43,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,13.0,8.0,17.0,14.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-11-15,423.6,121.0,235.0,68.0,5.0,0,,77,FAIR,16,FAIR,29,EXCELLENT,55,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,RHYTHM_POS_FAIR_OR_POOR_SLEEP_EXCELLENT_TIMING,,,51.0,45,13.0,8.0,18.0,23.0,58,480,480,NO_CHANGE,NO_CHANGE
2025-11-16,446.0,141.0,212.0,93.0,4.0,0,,83,GOOD,21,GOOD,32,EXCELLENT,48,GOOD,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,49.0,45,13.0,8.0,18.0,22.0,63,480,480,NO_CHANGE,NO_CHANGE
2025-11-17,447.7,128.0,209.0,111.0,10.0,1,,85,GOOD,25,EXCELLENT,29,EXCELLENT,47,GOOD,FAIR,EXCELLENT,POSITIVE_LONG_AND_REFRESHING,HARD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_HARD_DURING_DAY,,,50.0,44,13.0,8.0,19.0,20.0,67,480,510,TODAYS_LOAD_AND_CHRONIC,INCREASING
2025-11-18,412.4,109.0,209.0,95.0,0.0,0,,85,GOOD,23,EXCELLENT,26,EXCELLENT,51,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,43,13.0,7.0,20.0,12.0,69,480,480,NO_CHANGE,NO_CHANGE
2025-11-19,406.7,61.0,256.0,90.0,0.0,0,,83,GOOD,22,GOOD,15,FAIR,63,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,46.0,42,12.0,7.0,19.0,11.0,67,480,480,NO_CHANGE,NO_CHANGE
